	0	0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1
Aerobic	2.1570415377137e-31	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734	0.021781208265734
Anaerobic	2.1570415377137e-31	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703	0.0011340630441703
Contains_Mobile_Elements	2.1570415377137e-31	0.00189633526566393	0.00189633526566393	0.00189633526566393	0.00189633526566393	0.00931961071530197	0.00931961071530197	0.00931961071530197	0.00931961071530197	0.00118052547588659	0.00118052547588659	0.00163667062383435	0.00163667062383435	0.000109433502562323	0.000109433502562323	0.000109433502562323	0.000109433502562323	0.000109433502562323	2.72655523318766e-05	0	0	0	0	0	0	0	0	0	0
Facultatively_Anaerobic	2.1570415377137e-31	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368	0.000449295544761368
Forms_Biofilms	2.1570415377137e-31	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.00551005321741446	0.0059880235773324	0.0059880235773324	0.0059880235773324	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	0	0	0	0	0	0	0	0	0	0	0
Gram_Negative	2.1570415377137e-31	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718	0.00120239021077718
Gram_Positive	2.1570415377137e-31	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719	0.00120239021077719
Potentially_Pathogenic	2.1570415377137e-31	0.0230300777138049	0.0230300777138049	0.0230300777138049	0.0230300777138049	0.0230300777138049	0.0230300777138049	0.0230300777138049	0.0102742538096788	0.0102742538096788	0.0102742538096788	0.00411155388906899	0.00227718970788261	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	0	0	0	0	0	0	0	0
Stress_Tolerant	2.1570415377137e-31	0.00212682133033657	0.00212682133033657	0.00212682133033657	0.00212682133033657	0.00212682133033657	0.00212682133033657	0.00212682133033657	0.00212682133033657	0.00212682133033657	0.00212682133033657	0.00357743194553827	0.00357743194553827	0.00405104322782032	0.00405104322782032	0.00405104322782032	0.00444781639235503	0.00444781639235503	0.00183321187993762	0.00183321187993762	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	2.72655523318766e-05	0	0	0
